study_name,dataset_name,variable_name,label,label_de,concept_name,questionnaire,question,item,description,description_de,description_long
twinlife,za6701_person_v3-0-0,com1000u,,Foerderung Z2: Nichts davon,,twinlife-2014-F2F_Modul7_EueK,com0100u,10.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com1100s,,Foerderung Geschwister: Weiss nicht,,twinlife-2014-F2F_Modul7_EueK,com0100s,11.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com1100t,,Foerderung Z1: Weiss nicht,,twinlife-2014-F2F_Modul7_EueK,com0100t,11.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com1100u,,Foerderung Z2: Weiss nicht,,twinlife-2014-F2F_Modul7_EueK,com0100u,11.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com1200s,,Foerderung Geschwister: Keine Angabe,,twinlife-2014-F2F_Modul7_EueK,com0100s,12.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com1200t,,Foerderung Z1: Keine Angabe,,twinlife-2014-F2F_Modul7_EueK,com0100t,12.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com1200u,,Foerderung Z2: Keine Angabe,,twinlife-2014-F2F_Modul7_EueK,com0100u,12.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2000s,,"Faehigkeiten Geschwister: Soziale Faehigkeiten, z.B. Konfliktfaehigkeit",,twinlife-2014-F2F_Modul7_EueK,com2000s,1.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2000t,,"Faehigkeiten Z1: Soziale Faehigkeiten, z.B. Konfliktfaehigkeit",,twinlife-2014-F2F_Modul7_EueK,com2000t,1.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2000u,,"Faehigkeiten Z2: Soziale Faehigkeiten, z.B. Konfliktfaehigkeit",,twinlife-2014-F2F_Modul7_EueK,com2000u,1.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2100s,,Faehigkeiten Geschwister: Ausdauer/Konzentrationsfaehigkeit,,twinlife-2014-F2F_Modul7_EueK,com2000s,2.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2100t,,Faehigkeiten Z1: Ausdauer/Konzentrationsfaehigkeit,,twinlife-2014-F2F_Modul7_EueK,com2000t,2.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2100u,,Faehigkeiten Z2: Ausdauer/Konzentrationsfaehigkeit,,twinlife-2014-F2F_Modul7_EueK,com2000u,2.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2200s,,Faehigkeiten Geschwister: Sprachliche Faehigkeiten in deutscher Sprache,,twinlife-2014-F2F_Modul7_EueK,com2000s,3.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2200t,,Faehigkeiten Z1: Sprachliche Faehigkeiten in deutscher Sprache,,twinlife-2014-F2F_Modul7_EueK,com2000t,3.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2200u,,Faehigkeiten Z2: Sprachliche Faehigkeiten in deutscher Sprache,,twinlife-2014-F2F_Modul7_EueK,com2000u,3.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2300s,,"Faehigkeiten Geschwister: Kenntnisse ueber Tiere, Pflanzen, Umwelt",,twinlife-2014-F2F_Modul7_EueK,com2000s,4.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2300t,,"Faehigkeiten Z1: Kenntnisse ueber Tiere, Pflanzen, Umwelt",,twinlife-2014-F2F_Modul7_EueK,com2000t,4.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2300u,,"Faehigkeiten Z2: Kenntnisse ueber Tiere, Pflanzen, Umwelt",,twinlife-2014-F2F_Modul7_EueK,com2000u,4.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2400s,,Faehigkeiten Geschwister: Mathematische Faehigkeiten,,twinlife-2014-F2F_Modul7_EueK,com2000s,5.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2400t,,Faehigkeiten Z1: Mathematische Faehigkeiten,,twinlife-2014-F2F_Modul7_EueK,com2000t,5.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2400u,,Faehigkeiten Z2: Mathematische Faehigkeiten,,twinlife-2014-F2F_Modul7_EueK,com2000u,5.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2500s,,"Faehigkeiten G.: Kommunikative Faehigkeiten, z.B. Ausreden lassen",,twinlife-2014-F2F_Modul7_EueK,com2000s,6.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2500t,,"Faehigkeiten Z1: Kommunikative Faehigkeiten, z.B. Ausreden lassen",,twinlife-2014-F2F_Modul7_EueK,com2000t,6.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,com2500u,,"Faehigkeiten Z2: Kommunikative Faehigkeiten, z.B. Ausreden lassen",,twinlife-2014-F2F_Modul7_EueK,com2000u,6.0,,"Frey, A., Althaus, D., & Duhm, E. (2008). Beobachtungsbogen fuer 3-bis 6-jaehrige Kinder. BBK 3-6. Manual. Goettingen: Hogrefe",
twinlife,za6701_person_v3-0-0,del0100,,Schwarzfahren,,twinlife-2014-F2F_Modul4_CASI,del0100,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0101,,Schwarzfahren: Haeufigkeit,,twinlife-2014-F2F_Modul4_CASI,del0101,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0200,,Weg von zuhause ueber Nacht,,twinlife-2014-F2F_Modul4_CASI,del0200,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0201,,Weg von zuhause ueber Nacht: Haeufigkeit,,twinlife-2014-F2F_Modul4_CASI,del0201,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0202,,Weg von zuhause ueber Nacht: Allein oder in einer Gruppe,,twinlife-2014-F2F_Modul4_CASI,del0202,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0300,,Schule schwaenzen,,twinlife-2014-F2F_Modul4_CASI,del0300,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0301,,Schule schwaenzen: Haeufigkeit,,twinlife-2014-F2F_Modul4_CASI,del0301,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0302,,Schule schwaenzen: Allein oder in einer Gruppe,,twinlife-2014-F2F_Modul4_CASI,del0302,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0303,,Schule schwaenzen: Mehrere Tage hintereinander,,twinlife-2014-F2F_Modul4_CASI,del0303,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0400,,Stehlen im Geschaeft,,twinlife-2014-F2F_Alteri-OnlineFragebogen,del0400,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0401,,Stehlen im Geschaeft: Haeufigkeit,,twinlife-2014-F2F_Modul4_CASI,del0401,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0402,,Stehlen im Geschaeft: Allein oder in einer Gruppe,,twinlife-2014-F2F_Modul4_CASI,del0402,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0500,,Bestehlen anderer Person/Mitschueler,,twinlife-2014-F2F_Modul4_CASI,del0500,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0501,,Bestehlen anderer Person/Mitschueler: Haeufigkeit,,twinlife-2014-F2F_Alteri-OnlineFragebogen,del0501,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0502,,Bestehlen anderer Person/Mitschueler: Allein oder in einer Gruppe,,twinlife-2014-F2F_Modul4_CASI,del0502,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0600,,Graffiti/Scratchen,,twinlife-2014-F2F_Alteri-OnlineFragebogen,del0600,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0601,,Graffiti/Scratchen: Haeufigkeit,,twinlife-2014-F2F_Alteri-OnlineFragebogen,del0601,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0602,,Graffiti/Scratchen: Allein oder in einer Gruppe,,twinlife-2014-F2F_Modul4_CASI,del0602,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0700,,Vandalismus,,twinlife-2014-F2F_Alteri-OnlineFragebogen,del0700,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0701,,Vandalismus: Haeufigkeit,,twinlife-2014-F2F_Alteri-Fragebogen,del0701,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0702,,Vandalismus: Allein oder in einer Gruppe,,twinlife-2014-F2F_Modul4_CASI,del0702,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0800,,Mobbing im Internet,,twinlife-2014-F2F_Modul4_CASI,del0800,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0801,,Mobbing im Internet: Haeufigkeit,,twinlife-2014-F2F_Modul4_CASI,del0801,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0900,,Illegale Downloads,,twinlife-2014-F2F_Alteri-OnlineFragebogen,del0900,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del0901,,Illegale Downloads: Haeufigkeit,,twinlife-2014-F2F_Modul4_CASI,del0901,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del1000,,Mobbing anderer Mitschueler,,twinlife-2014-F2F_Alteri-OnlineFragebogen,del1000,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del1001,,Mobbing anderer Mitschueler: Haeufigkeit,,twinlife-2014-F2F_Modul4_CASI,del1001,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del1002,,Mobbing anderer Mitschueler: Allein oder in einer Gruppe,,twinlife-2014-F2F_Modul4_CASI,del1002,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del1100,,Bedrohung anderer/Raub,,twinlife-2014-F2F_Modul4_CASI,del1100,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del1101,,Bedrohung anderer/Raub: Haeufigkeit,,twinlife-2014-F2F_Alteri-Fragebogen,del1101,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del1102,,Bedrohung anderer/Raub: Allein oder in einer Gruppe,,twinlife-2014-F2F_Modul4_CASI,del1102,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del1200,,Schon einmal geraucht,,twinlife-2014-F2F_Modul4_CASI,del1200,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del1201,,Alter beim ersten Mal Rauchen,,twinlife-2014-F2F_Modul4_CASI,del1201,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del1202,,Schon oefter geraucht,,twinlife-2014-F2F_Modul4_CASI,del1202,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del1203,,Rauchen: Haeufigkeit,,twinlife-2014-F2F_Modul4_CASI,del1203,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
twinlife,za6701_person_v3-0-0,del1204,,Rauchen: Allein oder in einer Gruppe,,twinlife-2014-F2F_Modul4_CASI,del1204,,,"Adaptiert von: Reinecke, J., Stemmler, M., Suenkel, Z., Schepers, D., Weiss, M., Arnis, M., Meinert, J., Kucur-Uysal, B., Poege, A., Wallner, S., & Wittenberg, J.(2013). The Development of Deviant and Delinquent Behavior over the Life Course in the Context of Processes of Social Inequalities . SFB 882 Working Paper Series, 17. Bielefeld: DFG Research Center (SFB) 882 From Heterogeneities to Inequalities",
