study_name,dataset_name,variable_name,instrument_name,question_name
twinlife,person,car0610t,twinlife-2014-F2F_Modul6_Betreuung,car0600t
twinlife,person,car0610u,twinlife-2014-F2F_Modul6_Betreuung,car0600u
twinlife,person,car0611s,twinlife-2014-F2F_Modul6_Betreuung,car0600s
twinlife,person,car0611t,twinlife-2014-F2F_Modul6_Betreuung,car0600t
twinlife,person,car0611u,twinlife-2014-F2F_Modul6_Betreuung,car0600u
twinlife,person,car0612s,twinlife-2014-F2F_Modul6_Betreuung,car0600s
twinlife,person,car0612t,twinlife-2014-F2F_Modul6_Betreuung,car0600t
twinlife,person,car0612u,twinlife-2014-F2F_Modul6_Betreuung,car0600u
twinlife,person,car0613s,twinlife-2014-F2F_Modul6_Betreuung,car0600s
twinlife,person,car0613t,twinlife-2014-F2F_Modul6_Betreuung,car0600t
twinlife,person,car0613u,twinlife-2014-F2F_Modul6_Betreuung,car0600u
twinlife,person,car0614s,twinlife-2014-F2F_Modul6_Betreuung,car0600s
twinlife,person,car0614t,twinlife-2014-F2F_Modul6_Betreuung,car0600t
twinlife,person,car0614u,twinlife-2014-F2F_Modul6_Betreuung,car0600u
twinlife,person,car0615s,twinlife-2014-F2F_Modul6_Betreuung,car0600s
twinlife,person,car0615t,twinlife-2014-F2F_Modul6_Betreuung,car0600t
twinlife,person,car0615u,twinlife-2014-F2F_Modul6_Betreuung,car0600u
twinlife,person,car0700s,twinlife-2014-F2F_Modul6_Betreuung,car0700s
twinlife,person,car0700t,twinlife-2014-F2F_Modul6_Betreuung,car0700t
twinlife,person,car0700u,twinlife-2014-F2F_Modul6_Betreuung,car0700u
twinlife,person,car0701s,twinlife-2014-F2F_Modul6_Betreuung,car0700s
twinlife,person,car0701t,twinlife-2014-F2F_Modul6_Betreuung,car0700t
twinlife,person,car0701u,twinlife-2014-F2F_Modul6_Betreuung,car0700u
twinlife,person,car0702s,twinlife-2014-F2F_Modul6_Betreuung,car0700s
twinlife,person,car0702t,twinlife-2014-F2F_Modul6_Betreuung,car0700t
twinlife,person,car0702u,twinlife-2014-F2F_Modul6_Betreuung,car0700u
twinlife,person,car0703s,twinlife-2014-F2F_Modul6_Betreuung,car0700s
twinlife,person,car0703t,twinlife-2014-F2F_Modul6_Betreuung,car0700t
twinlife,person,car0703u,twinlife-2014-F2F_Modul6_Betreuung,car0700u
twinlife,person,car0704s,twinlife-2014-F2F_Modul6_Betreuung,car0700s
twinlife,person,car0704t,twinlife-2014-F2F_Modul6_Betreuung,car0700t
twinlife,person,car0704u,twinlife-2014-F2F_Modul6_Betreuung,car0700u
twinlife,person,car0705s,twinlife-2014-F2F_Modul6_Betreuung,car0700s
twinlife,person,car0705t,twinlife-2014-F2F_Modul6_Betreuung,car0700t
twinlife,person,car0705u,twinlife-2014-F2F_Modul6_Betreuung,car0700u
twinlife,person,car0706s,twinlife-2014-F2F_Modul6_Betreuung,car0700s
twinlife,person,car0706t,twinlife-2014-F2F_Modul6_Betreuung,car0700t
twinlife,person,car0706u,twinlife-2014-F2F_Modul6_Betreuung,car0700u
twinlife,person,car0707s,twinlife-2014-F2F_Modul6_Betreuung,car0700s
twinlife,person,car0707t,twinlife-2014-F2F_Modul6_Betreuung,car0700t
twinlife,person,car0707u,twinlife-2014-F2F_Modul6_Betreuung,car0700u
twinlife,person,car0708s,twinlife-2014-F2F_Modul6_Betreuung,car0700s
twinlife,person,car0708t,twinlife-2014-F2F_Modul6_Betreuung,car0700t
twinlife,person,car0708u,twinlife-2014-F2F_Modul6_Betreuung,car0700u
twinlife,person,car0709s,twinlife-2014-F2F_Modul6_Betreuung,car0700s
twinlife,person,car0709t,twinlife-2014-F2F_Modul6_Betreuung,car0700t
twinlife,person,car0709u,twinlife-2014-F2F_Modul6_Betreuung,car0700u
twinlife,person,car0710s,twinlife-2014-F2F_Modul6_Betreuung,car0700s
twinlife,person,car0710t,twinlife-2014-F2F_Modul6_Betreuung,car0700t
twinlife,person,car0710u,twinlife-2014-F2F_Modul6_Betreuung,car0700u
twinlife,person,car0711s,twinlife-2014-F2F_Modul6_Betreuung,car0700s
twinlife,person,car0711t,twinlife-2014-F2F_Modul6_Betreuung,car0700t
twinlife,person,car0711u,twinlife-2014-F2F_Modul6_Betreuung,car0700u
twinlife,person,car0712s,twinlife-2014-F2F_Modul6_Betreuung,car0700s
twinlife,person,car0712t,twinlife-2014-F2F_Modul6_Betreuung,car0700t
twinlife,person,car0712u,twinlife-2014-F2F_Modul6_Betreuung,car0700u
twinlife,person,car0713s,twinlife-2014-F2F_Modul6_Betreuung,car0700s
twinlife,person,car0713t,twinlife-2014-F2F_Modul6_Betreuung,car0700t
twinlife,person,car0713u,twinlife-2014-F2F_Modul6_Betreuung,car0700u
twinlife,person,car0714s,twinlife-2014-F2F_Modul6_Betreuung,car0700s
twinlife,person,car0714t,twinlife-2014-F2F_Modul6_Betreuung,car0700t
twinlife,person,car0714u,twinlife-2014-F2F_Modul6_Betreuung,car0700u
twinlife,person,car0715s,twinlife-2014-F2F_Modul6_Betreuung,car0700s
twinlife,person,car0715t,twinlife-2014-F2F_Modul6_Betreuung,car0700t
twinlife,person,car0715u,twinlife-2014-F2F_Modul6_Betreuung,car0700u
twinlife,person,cat0100u,twinlife-2014-F2F_Modul6_Betreuung,cat0100u
twinlife,person,cat0200,twinlife-2014-F2F_Modul6_Betreuung,cat0200
twinlife,person,cat0300,twinlife-2014-F2F_Modul6_Betreuung,cat0300
twinlife,person,cer1000,twinlife-2014-F2F_Modul9_Zeugnis,cer1000
twinlife,person,cer1001,twinlife-2014-F2F_Modul9_Zeugnis,cer1001
twinlife,person,cer1100,twinlife-2014-F2F_Modul9_Zeugnis,cer1100
twinlife,person,cer1101,twinlife-2014-F2F_Modul9_Zeugnis,cer1101
twinlife,person,cer1199,twinlife-2014-F2F_Modul9_Zeugnis,cer1199
twinlife,person,cer1300,twinlife-2014-F2F_Modul9_Zeugnis,cer1300
twinlife,person,cer1400,twinlife-2014-F2F_Modul9_Zeugnis,cer1400
twinlife,person,cer1500,twinlife-2014-F2F_Modul9_Zeugnis,cer1500
twinlife,person,cer1600,twinlife-2014-F2F_Modul9_Zeugnis,cer1600
twinlife,person,cer1700,twinlife-2014-F2F_Modul9_Zeugnis,cer1700
twinlife,person,cer1800,twinlife-2014-F2F_Modul9_Zeugnis,cer1800
twinlife,person,cer2000,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2000
twinlife,person,cer2001,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2001
twinlife,person,cer2002,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2002
twinlife,person,cer2003,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2003
twinlife,person,cer2003g,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2003g
twinlife,person,cer2100,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2100
twinlife,person,cer2101,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2101
twinlife,person,cer2103,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2103
twinlife,person,cer2200,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2200
twinlife,person,cer2201,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2201
twinlife,person,cer2202,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2202
twinlife,person,cer2203,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2203
twinlife,person,cer2204,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2204
twinlife,person,cer2205,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2205
twinlife,person,cer2206,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2206
twinlife,person,cer2207,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2207
twinlife,person,cer2208,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2208
twinlife,person,cer2209,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2209
twinlife,person,cer2210,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2210
twinlife,person,cer2211,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2211
twinlife,person,cer2212,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2212
twinlife,person,cer2213,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2213
twinlife,person,cer2214,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2214
twinlife,person,cer2215,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2215
twinlife,person,cer2216,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2216
twinlife,person,cer2217,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2217
twinlife,person,cer2218,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2218
twinlife,person,cer2219,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2219
twinlife,person,cer2220,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2220
twinlife,person,cer2221,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2221
twinlife,person,cer2222,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2222
twinlife,person,cer2223,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2223
twinlife,person,cer2224,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2224
twinlife,person,cer2225,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2225
twinlife,person,cer2226,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2226
twinlife,person,cer2227,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2227
twinlife,person,cer2228,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2228
twinlife,person,cer2229,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2229
twinlife,person,cer2230,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2230
twinlife,person,cer2231,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2231
twinlife,person,cer2232,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2232
twinlife,person,cer2233,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2233
twinlife,person,cer2235,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2235
twinlife,person,cer2237,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2237
twinlife,person,cer2239,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2239
twinlife,person,cer2241,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2241
twinlife,person,cer2242,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2242
twinlife,person,cer2243,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2243
twinlife,person,cer2244,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2244
twinlife,person,cer2245,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2245
twinlife,person,cer2246,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2246
twinlife,person,cer2247,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2247
twinlife,person,cer2248,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2248
twinlife,person,cer2249,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2249
twinlife,person,cer2250,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer2250
twinlife,person,cer3000,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer3000
twinlife,person,cer3002,twinlife-2014-F2F_Modul9_ZeugnisFoto,cer3002
twinlife,person,cer9000,twinlife-2014-F2F_Modul9_Zeugnis,cer9000
twinlife,person,com0100s,twinlife-2014-F2F_Modul7_EueK,com0100s
twinlife,person,com0100t,twinlife-2014-F2F_Modul7_EueK,com0100t
twinlife,person,com0100u,twinlife-2014-F2F_Modul7_EueK,com0100u
twinlife,person,com0200s,twinlife-2014-F2F_Modul7_EueK,com0100s
twinlife,person,com0200t,twinlife-2014-F2F_Modul7_EueK,com0100t
twinlife,person,com0200u,twinlife-2014-F2F_Modul7_EueK,com0100u
twinlife,person,com0300s,twinlife-2014-F2F_Modul7_EueK,com0100s
twinlife,person,com0300t,twinlife-2014-F2F_Modul7_EueK,com0100t
twinlife,person,com0300u,twinlife-2014-F2F_Modul7_EueK,com0100u
twinlife,person,com0400s,twinlife-2014-F2F_Modul7_EueK,com0100s
twinlife,person,com0400t,twinlife-2014-F2F_Modul7_EueK,com0100t
twinlife,person,com0400u,twinlife-2014-F2F_Modul7_EueK,com0100u
twinlife,person,com0500s,twinlife-2014-F2F_Modul7_EueK,com0100s
twinlife,person,com0500t,twinlife-2014-F2F_Modul7_EueK,com0100t
twinlife,person,com0500u,twinlife-2014-F2F_Modul7_EueK,com0100u
twinlife,person,com0600s,twinlife-2014-F2F_Modul7_EueK,com0100s
twinlife,person,com0600t,twinlife-2014-F2F_Modul7_EueK,com0100t
twinlife,person,com0600u,twinlife-2014-F2F_Modul7_EueK,com0100u
twinlife,person,com0700s,twinlife-2014-F2F_Modul7_EueK,com0100s
twinlife,person,com0700t,twinlife-2014-F2F_Modul7_EueK,com0100t
twinlife,person,com0700u,twinlife-2014-F2F_Modul7_EueK,com0100u
twinlife,person,com0800s,twinlife-2014-F2F_Modul7_EueK,com0100s
twinlife,person,com0800t,twinlife-2014-F2F_Modul7_EueK,com0100t
twinlife,person,com0800u,twinlife-2014-F2F_Modul7_EueK,com0100u
twinlife,person,com0900s,twinlife-2014-F2F_Modul7_EueK,com0100s
twinlife,person,com0900t,twinlife-2014-F2F_Modul7_EueK,com0100t
twinlife,person,com0900u,twinlife-2014-F2F_Modul7_EueK,com0100u
twinlife,person,com1000s,twinlife-2014-F2F_Modul7_EueK,com0100s
twinlife,person,com1000t,twinlife-2014-F2F_Modul7_EueK,com0100t
twinlife,person,com1000u,twinlife-2014-F2F_Modul7_EueK,com0100u
twinlife,person,com1100s,twinlife-2014-F2F_Modul7_EueK,com0100s
twinlife,person,com1100t,twinlife-2014-F2F_Modul7_EueK,com0100t
twinlife,person,com1100u,twinlife-2014-F2F_Modul7_EueK,com0100u
twinlife,person,com1200s,twinlife-2014-F2F_Modul7_EueK,com0100s
twinlife,person,com1200t,twinlife-2014-F2F_Modul7_EueK,com0100t
twinlife,person,com1200u,twinlife-2014-F2F_Modul7_EueK,com0100u
twinlife,person,com2000s,twinlife-2014-F2F_Modul7_EueK,com2000s
twinlife,person,com2000t,twinlife-2014-F2F_Modul7_EueK,com2000t
twinlife,person,com2000u,twinlife-2014-F2F_Modul7_EueK,com2000u
twinlife,person,com2100s,twinlife-2014-F2F_Modul7_EueK,com2000s
twinlife,person,com2100t,twinlife-2014-F2F_Modul7_EueK,com2000t
twinlife,person,com2100u,twinlife-2014-F2F_Modul7_EueK,com2000u
twinlife,person,com2200s,twinlife-2014-F2F_Modul7_EueK,com2000s
twinlife,person,com2200t,twinlife-2014-F2F_Modul7_EueK,com2000t
twinlife,person,com2200u,twinlife-2014-F2F_Modul7_EueK,com2000u
twinlife,person,com2300s,twinlife-2014-F2F_Modul7_EueK,com2000s
twinlife,person,com2300t,twinlife-2014-F2F_Modul7_EueK,com2000t
twinlife,person,com2300u,twinlife-2014-F2F_Modul7_EueK,com2000u
twinlife,person,com2400s,twinlife-2014-F2F_Modul7_EueK,com2000s
twinlife,person,com2400t,twinlife-2014-F2F_Modul7_EueK,com2000t
twinlife,person,com2400u,twinlife-2014-F2F_Modul7_EueK,com2000u
twinlife,person,com2500s,twinlife-2014-F2F_Modul7_EueK,com2000s
twinlife,person,com2500t,twinlife-2014-F2F_Modul7_EueK,com2000t
twinlife,person,com2500u,twinlife-2014-F2F_Modul7_EueK,com2000u
twinlife,person,del0100,twinlife-2014-F2F_Modul4_CASI,del0100
twinlife,person,del0101,twinlife-2014-F2F_Modul4_CASI,del0101
twinlife,person,del0200,twinlife-2014-F2F_Modul4_CASI,del0200
twinlife,person,del0201,twinlife-2014-F2F_Modul4_CASI,del0201
twinlife,person,del0202,twinlife-2014-F2F_Modul4_CASI,del0202
twinlife,person,del0300,twinlife-2014-F2F_Modul4_CASI,del0300
twinlife,person,del0301,twinlife-2014-F2F_Modul4_CASI,del0301
twinlife,person,del0302,twinlife-2014-F2F_Modul4_CASI,del0302
twinlife,person,del0303,twinlife-2014-F2F_Modul4_CASI,del0303
twinlife,person,del0400,twinlife-2014-F2F_Modul4_CASI,del0400
twinlife,person,del0401,twinlife-2014-F2F_Modul4_CASI,del0401
twinlife,person,del0402,twinlife-2014-F2F_Modul4_CASI,del0402
twinlife,person,del0500,twinlife-2014-F2F_Modul4_CASI,del0500
twinlife,person,del0501,twinlife-2014-F2F_Modul4_CASI,del0501
twinlife,person,del0502,twinlife-2014-F2F_Modul4_CASI,del0502
twinlife,person,del0600,twinlife-2014-F2F_Modul4_CASI,del0600
twinlife,person,del0601,twinlife-2014-F2F_Modul4_CASI,del0601
twinlife,person,del0602,twinlife-2014-F2F_Modul4_CASI,del0602
twinlife,person,del0700,twinlife-2014-F2F_Modul4_CASI,del0700
twinlife,person,del0701,twinlife-2014-F2F_Modul4_CASI,del0701
twinlife,person,del0702,twinlife-2014-F2F_Modul4_CASI,del0702
twinlife,person,del0800,twinlife-2014-F2F_Modul4_CASI,del0800
twinlife,person,del0801,twinlife-2014-F2F_Modul4_CASI,del0801
twinlife,person,del0900,twinlife-2014-F2F_Modul4_CASI,del0900
twinlife,person,del0901,twinlife-2014-F2F_Modul4_CASI,del0901
twinlife,person,del1000,twinlife-2014-F2F_Modul4_CASI,del1000
twinlife,person,del1001,twinlife-2014-F2F_Modul4_CASI,del1001
twinlife,person,del1002,twinlife-2014-F2F_Modul4_CASI,del1002
twinlife,person,del1100,twinlife-2014-F2F_Modul4_CASI,del1100
twinlife,person,del1101,twinlife-2014-F2F_Modul4_CASI,del1101
twinlife,person,del1102,twinlife-2014-F2F_Modul4_CASI,del1102
twinlife,person,del1200,twinlife-2014-F2F_Modul4_CASI,del1200
twinlife,person,del1201,twinlife-2014-F2F_Modul4_CASI,del1201
twinlife,person,del1202,twinlife-2014-F2F_Modul4_CASI,del1202
twinlife,person,del1203,twinlife-2014-F2F_Modul4_CASI,del1203
twinlife,person,del1204,twinlife-2014-F2F_Modul4_CASI,del1204
twinlife,person,del1300,twinlife-2014-F2F_Modul4_CASI,del1300
twinlife,person,del1301,twinlife-2014-F2F_Modul4_CASI,del1301
twinlife,person,del1302,twinlife-2014-F2F_Modul4_CASI,del1302
twinlife,person,del1303,twinlife-2014-F2F_Modul4_CASI,del1303
twinlife,person,del1304,twinlife-2014-F2F_Modul4_CASI,del1304
twinlife,person,del1305,twinlife-2014-F2F_Modul4_CASI,del1305
twinlife,person,del1306,twinlife-2014-F2F_Modul4_CASI,del1306
twinlife,person,del1307,twinlife-2014-F2F_Modul4_CASI,del1307
twinlife,person,del1308,twinlife-2014-F2F_Modul4_CASI,del1308
twinlife,person,del1309,twinlife-2014-F2F_Modul4_CASI,del1309
twinlife,person,del1400,twinlife-2014-F2F_Modul4_CASI,del1400
twinlife,person,del1401,twinlife-2014-F2F_Modul4_CASI,del1401
twinlife,person,del1402,twinlife-2014-F2F_Modul4_CASI,del1402
twinlife,person,del1500,twinlife-2014-F2F_Modul4_CASI,del1500
twinlife,person,del1501,twinlife-2014-F2F_Modul4_CASI,del1501
twinlife,person,del1502,twinlife-2014-F2F_Modul4_CASI,del1502
twinlife,person,del1503,twinlife-2014-F2F_Modul4_CASI,del1503
twinlife,person,del1600,twinlife-2014-F2F_Modul4_CASI,del1600
twinlife,person,del1601,twinlife-2014-F2F_Modul4_CASI,del1601
twinlife,person,del1700,twinlife-2014-F2F_Modul4_CASI,del1700
twinlife,person,del1701,twinlife-2014-F2F_Modul4_CASI,del1701
twinlife,person,dev0100,twinlife-2014-F2F_Modul3_Basismodul,dev0100
twinlife,person,dev0101,twinlife-2014-F2F_Modul3_Basismodul,dev0100
twinlife,person,dev0102,twinlife-2014-F2F_Modul3_Basismodul,dev0100
twinlife,person,dev0103,twinlife-2014-F2F_Modul3_Basismodul,dev0100
twinlife,person,dia0100,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia0101,twinlife-2014-F2F_Modul5_CASI,dia0101
twinlife,person,dia0102,twinlife-2014-F2F_Modul5_CASI,dia0101
twinlife,person,dia0103,twinlife-2014-F2F_Modul5_CASI,dia0101
twinlife,person,dia0104,twinlife-2014-F2F_Modul5_CASI,dia0101
twinlife,person,dia0200,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia0201,twinlife-2014-F2F_Modul5_CASI,dia0201
twinlife,person,dia0202,twinlife-2014-F2F_Modul5_CASI,dia0201
twinlife,person,dia0203,twinlife-2014-F2F_Modul5_CASI,dia0201
twinlife,person,dia0204,twinlife-2014-F2F_Modul5_CASI,dia0201
twinlife,person,dia0300,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia0301,twinlife-2014-F2F_Modul5_CASI,dia0301
twinlife,person,dia0302,twinlife-2014-F2F_Modul5_CASI,dia0301
twinlife,person,dia0303,twinlife-2014-F2F_Modul5_CASI,dia0301
twinlife,person,dia0304,twinlife-2014-F2F_Modul5_CASI,dia0301
twinlife,person,dia0400,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia0401,twinlife-2014-F2F_Modul5_CASI,dia0401
twinlife,person,dia0402,twinlife-2014-F2F_Modul5_CASI,dia0401
twinlife,person,dia0403,twinlife-2014-F2F_Modul5_CASI,dia0401
twinlife,person,dia0404,twinlife-2014-F2F_Modul5_CASI,dia0401
twinlife,person,dia0500,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia0501,twinlife-2014-F2F_Modul5_CASI,dia0501
twinlife,person,dia0502,twinlife-2014-F2F_Modul5_CASI,dia0501
twinlife,person,dia0503,twinlife-2014-F2F_Modul5_CASI,dia0501
twinlife,person,dia0504,twinlife-2014-F2F_Modul5_CASI,dia0501
twinlife,person,dia0600,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia0601,twinlife-2014-F2F_Modul5_CASI,dia0601
twinlife,person,dia0602,twinlife-2014-F2F_Modul5_CASI,dia0601
twinlife,person,dia0603,twinlife-2014-F2F_Modul5_CASI,dia0601
twinlife,person,dia0604,twinlife-2014-F2F_Modul5_CASI,dia0601
twinlife,person,dia0700,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia0701,twinlife-2014-F2F_Modul5_CASI,dia0701
twinlife,person,dia0702,twinlife-2014-F2F_Modul5_CASI,dia0701
twinlife,person,dia0703,twinlife-2014-F2F_Modul5_CASI,dia0701
twinlife,person,dia0704,twinlife-2014-F2F_Modul5_CASI,dia0701
twinlife,person,dia0800,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia0801,twinlife-2014-F2F_Modul5_CASI,dia0801
twinlife,person,dia0802,twinlife-2014-F2F_Modul5_CASI,dia0801
twinlife,person,dia0803,twinlife-2014-F2F_Modul5_CASI,dia0801
twinlife,person,dia0804,twinlife-2014-F2F_Modul5_CASI,dia0801
twinlife,person,dia0900,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia0901,twinlife-2014-F2F_Modul5_CASI,dia0901
twinlife,person,dia0902,twinlife-2014-F2F_Modul5_CASI,dia0901
twinlife,person,dia0903,twinlife-2014-F2F_Modul5_CASI,dia0901
twinlife,person,dia0904,twinlife-2014-F2F_Modul5_CASI,dia0901
twinlife,person,dia1000,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia1001,twinlife-2014-F2F_Modul5_CASI,dia1001
twinlife,person,dia1002,twinlife-2014-F2F_Modul5_CASI,dia1001
twinlife,person,dia1003,twinlife-2014-F2F_Modul5_CASI,dia1001
twinlife,person,dia1004,twinlife-2014-F2F_Modul5_CASI,dia1001
twinlife,person,dia1100,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia1101,twinlife-2014-F2F_Modul5_CASI,dia1101
twinlife,person,dia1102,twinlife-2014-F2F_Modul5_CASI,dia1101
twinlife,person,dia1103,twinlife-2014-F2F_Modul5_CASI,dia1101
twinlife,person,dia1104,twinlife-2014-F2F_Modul5_CASI,dia1101
twinlife,person,dia1200,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia1201,twinlife-2014-F2F_Modul5_CASI,dia1201
twinlife,person,dia1202,twinlife-2014-F2F_Modul5_CASI,dia1201
twinlife,person,dia1203,twinlife-2014-F2F_Modul5_CASI,dia1201
twinlife,person,dia1204,twinlife-2014-F2F_Modul5_CASI,dia1201
twinlife,person,dia1300,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia1301,twinlife-2014-F2F_Modul5_CASI,dia1301
twinlife,person,dia1302,twinlife-2014-F2F_Modul5_CASI,dia1301
twinlife,person,dia1303,twinlife-2014-F2F_Modul5_CASI,dia1301
twinlife,person,dia1304,twinlife-2014-F2F_Modul5_CASI,dia1301
twinlife,person,dia1400,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia1401,twinlife-2014-F2F_Modul5_CASI,dia1401
twinlife,person,dia1402,twinlife-2014-F2F_Modul5_CASI,dia1401
twinlife,person,dia1403,twinlife-2014-F2F_Modul5_CASI,dia1401
twinlife,person,dia1404,twinlife-2014-F2F_Modul5_CASI,dia1401
twinlife,person,dia1500,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia1501,twinlife-2014-F2F_Modul5_CASI,dia1501
twinlife,person,dia1502,twinlife-2014-F2F_Modul5_CASI,dia1501
twinlife,person,dia1503,twinlife-2014-F2F_Modul5_CASI,dia1501
twinlife,person,dia1504,twinlife-2014-F2F_Modul5_CASI,dia1501
twinlife,person,dia1800,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia2000,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia2100,twinlife-2014-F2F_Modul5_CASI,dia0100
twinlife,person,dia5000s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia5000t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia5000u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dia5001s,twinlife-2014-F2F_Modul7_EueK,dia5001s
twinlife,person,dia5001t,twinlife-2014-F2F_Modul7_EueK,dia5001t
twinlife,person,dia5001u,twinlife-2014-F2F_Modul7_EueK,dia5001u
twinlife,person,dia5002s,twinlife-2014-F2F_Modul7_EueK,dia5001s
twinlife,person,dia5002t,twinlife-2014-F2F_Modul7_EueK,dia5001t
twinlife,person,dia5002u,twinlife-2014-F2F_Modul7_EueK,dia5001u
twinlife,person,dia5003s,twinlife-2014-F2F_Modul7_EueK,dia5001s
twinlife,person,dia5003t,twinlife-2014-F2F_Modul7_EueK,dia5001t
twinlife,person,dia5003u,twinlife-2014-F2F_Modul7_EueK,dia5001u
twinlife,person,dia5004s,twinlife-2014-F2F_Modul7_EueK,dia5001s
twinlife,person,dia5004t,twinlife-2014-F2F_Modul7_EueK,dia5001t
twinlife,person,dia5004u,twinlife-2014-F2F_Modul7_EueK,dia5001u
twinlife,person,dia5100s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia5100t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia5100u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dia5101s,twinlife-2014-F2F_Modul7_EueK,dia5001s
twinlife,person,dia5101t,twinlife-2014-F2F_Modul7_EueK,dia5101t
twinlife,person,dia5101u,twinlife-2014-F2F_Modul7_EueK,dia5101u
twinlife,person,dia5102s,twinlife-2014-F2F_Modul7_EueK,dia5001s
twinlife,person,dia5102t,twinlife-2014-F2F_Modul7_EueK,dia5101t
twinlife,person,dia5102u,twinlife-2014-F2F_Modul7_EueK,dia5101u
twinlife,person,dia5103s,twinlife-2014-F2F_Modul7_EueK,dia5001s
